_id,query,searched,downloaded
6387a609727ddf9f05e7f128,Adapter,200,-1
6387a609727ddf9f05e7f12a,NFR,17,-1
6387a609727ddf9f05e7f12c,Dual Multimodal Attention,3,-1
6387a609727ddf9f05e7f12e,State-Aware Tracker,33,-1
6387a609727ddf9f05e7f130,SDAE,10,-1
6387a609727ddf9f05e7f132,Channel-wise Cross Fusion Transformer,3,-1
6387a609727ddf9f05e7f134,Causal Inference,20,-1
6387a609727ddf9f05e7f136,DeepLabv2,1,-1
6387a609727ddf9f05e7f138,Deep Extreme Cut,200,-1
6387a609727ddf9f05e7f13a,PolyCAM,0,-1
6387a609727ddf9f05e7f13c,FORK,200,-1
6387a609727ddf9f05e7f13e,Dynamic Keypoint Head,3,-1
6387a609727ddf9f05e7f140,OFA,38,-1
6387a609727ddf9f05e7f142,Cross-Attention Module,200,-1
6387a609727ddf9f05e7f144,Dense Connections,200,-1
6387a609727ddf9f05e7f146,Multi Loss ( BCE Loss + Focal Loss )  + Dice Loss,13,-1
6387a609727ddf9f05e7f148,U-CAM,143,-1
6387a609727ddf9f05e7f14a,Point-wise Spatial Attention,80,-1
6387a609727ddf9f05e7f14c,KNN and IOU based verification,0,-1
6387a609727ddf9f05e7f14e,Pix2Pix,200,-1
6387a609727ddf9f05e7f150,SpreadsheetCoder,0,-1
6387a609727ddf9f05e7f152,Ape-X DQN,7,-1
6387a609727ddf9f05e7f154,IoU-guided NMS,2,-1
6387a609727ddf9f05e7f156,Random Grayscale,200,-1
6387a609727ddf9f05e7f158,Metrix,200,-1
6387a609727ddf9f05e7f15a,NeuralRecon: Real-Time Coherent 3D Reconstruction from Monocular Video,0,-1
6387a609727ddf9f05e7f15c,VAE,200,-1
6387a609727ddf9f05e7f15e,Prioritized Experience Replay,12,-1
6387a609727ddf9f05e7f160,SOHO,83,-1
6387a609727ddf9f05e7f162,Metric mixup,200,-1
6387a609727ddf9f05e7f164,PermuteFormer,0,-1
6387a609727ddf9f05e7f166,DECA,187,-1
6387a609727ddf9f05e7f168,Frequency channel attention networks,46,-1
6387a609727ddf9f05e7f16a,Distribution-induced Bidirectional Generative Adversarial Network for Graph Representation Learning,2,-1
6387a609727ddf9f05e7f16c,Feedforward Network,200,-1
6387a609727ddf9f05e7f16e,R(2+1)D,200,-1
6387a609727ddf9f05e7f170,Enhanced Seq2Seq Autoencoder via Contrastive Learning,0,-1
6387a609727ddf9f05e7f172,IPL,200,-1
6387a609727ddf9f05e7f174,FPG,39,-1
6387a609727ddf9f05e7f176,LeVIT,23,-1
6387a609727ddf9f05e7f178,Fast-YOLOv2,19,-1
6387a609727ddf9f05e7f17a,Triplet Entropy Loss,51,-1
6387a609727ddf9f05e7f17c,Rank-based loss,200,-1
6387a609727ddf9f05e7f17e,QuantTree histograms,0,-1
6387a609727ddf9f05e7f180,Griffin-Lim Algorithm,2,-1
6387a609727ddf9f05e7f182,One-Shot Aggregation,64,-1
6387a609727ddf9f05e7f184,DROID-SLAM,2,-1
6387a609727ddf9f05e7f186,Disentangled Attribution Curves,0,-1
6387a609727ddf9f05e7f188,CoLU,200,-1
6387a609727ddf9f05e7f18a,Random Mutation Search,112,-1
6387a609727ddf9f05e7f18c,CSPDarknet53,15,-1
6387a609727ddf9f05e7f18e,Maxout,51,-1
6387a609727ddf9f05e7f190,Holographic Reduced Representation,0,-1
6387a609727ddf9f05e7f192,DSelect-k,0,-1
6387a609727ddf9f05e7f194,Augmented SBERT,7,-1
6387a609727ddf9f05e7f196,Harmonic Block,95,-1
6387a609727ddf9f05e7f198,PWIL,0,-1
6387a609727ddf9f05e7f19a,Progressive Growing Channel Attentive Non-Local Network,4,-1
6387a609727ddf9f05e7f19c,Twin Delayed Deep Deterministic,0,-1
6387a609727ddf9f05e7f19e,SAGAN,36,-1
6387a609727ddf9f05e7f1a0,BIMAN,6,-1
6387a609727ddf9f05e7f1a2,Deep Convolutional GAN,200,-1
6387a609727ddf9f05e7f1a4,DAU-ConvNet,2,-1
6387a609727ddf9f05e7f1a6,Highway Network,100,-1
6387a609727ddf9f05e7f1a8,Low-resolution input,200,-1
